entity,lap_number,fatigue_pct,PitStatus,stint_hours
LEC,28,0.30934940048299997,Running,
NOR,52,1.109794754207931,Running,
STR,49,0.673162574793186,Running,
LEC,37,0.7207684945074511,Running,
STR,26,0.0742111420375155,Running,
ALO,40,0.01339634475709256,Running,
LEC,38,0.721614070652278,Running,
PER,77,0.18170068396428513,Pit,
RUS,54,1.0229259207744534,Running,
PER,22,0.8039240216180937,Pit,
PIA,16,0.0937384169788294,Running,
RUS,28,0.49619960743338687,Running,
PER,35,0.43164169974336253,Running,
RUS,60,0.293667935005279,Running,
RUS,45,0.19388413228256518,In Lap,
HAM,46,0.34741336454963967,Running,
NOR,72,1.6684029412421018,Running,
NOR,55,1.210522810673058,Pit,
HAM,26,1.0509304611919332,In Lap,
STR,25,0.7358880415042333,Running,
VER,65,0.8081264674158719,Running,
STR,6,0.46770906977532667,Running,
LEC,23,1.0537084747729435,Pit,
LEC,64,1.0557403622022898,Running,
RUS,43,0.590132765240467,Running,
PER,23,0.9136898222623979,Running,
PER,30,0.2561568018241672,Running,
NOR,77,0.297945302183128,In Lap,
SAI,18,0.14918212997639818,Running,
STR,21,0.1880035326428442,Running,
PIA,57,0.6762224363820082,Running,
ALO,23,1.3820994186423157,Running,
PER,45,0.9470676244523107,Running,
ALO,44,0.43130242451916295,In Lap,
RUS,47,0.0957156616179719,Running,
ALO,40,0.5543846012077789,Running,
PIA,51,0.4679576445661318,Running,
HAM,42,0.5072915118702934,Running,
PIA,7,0.09351124393978949,Running,
ALO,50,1.055095271744004,Running,
PIA,48,0.1429795965766839,Running,
VER,6,0.15828111169747666,Running,
RUS,9,0.3300555435660227,In Lap,
STR,57,0.20833821084567938,Running,
HAM,31,0.039301461824030326,Running,
PER,21,0.42927781196548526,Running,
LEC,40,0.31594613011676764,Running,
STR,45,0.42316735521429616,Running,
LEC,77,0.5937863520131661,Running,
RUS,49,0.6868630008607601,Running,
HAM,20,0.7749947479484959,In Lap,
NOR,17,1.0833026533327115,Running,
PER,28,1.2526245334385608,Running,
VER,41,1.2652377267933903,Running,
NOR,66,1.4619987322707793,Running,
RUS,25,1.0275927417232114,Running,
STR,58,0.2961332061610242,Running,
VER,41,0.007435639626565682,Running,
PIA,6,0.09173480285416813,In Lap,
ALO,75,0.08998811074196061,Running,
VER,38,0.23108526651604705,Running,
RUS,6,0.7119014608456,Running,
SAI,45,0.10317880481204855,Running,
ALO,75,0.10510916341513465,Running,
LEC,14,0.3969414566418056,Running,
PER,66,0.7858322363166068,Running,
LEC,40,0.9559055047467679,Running,
VER,3,0.5242485342038097,In Lap,
LEC,24,0.3385722036725117,Running,
RUS,19,0.020723100369127168,Running,
PIA,18,0.11667265166354912,Running,
STR,64,0.28764745166416084,Running,
PER,35,0.18259310479409596,Running,
LEC,62,0.27084341652393734,Running,
LEC,1,0.8995202847713879,Running,
VER,25,0.19130064127662466,Running,
STR,45,0.07997042781026503,Running,
NOR,49,0.14697726143337309,Running,
LEC,16,0.12493878280047804,Running,
RUS,19,0.22742835444549275,Running,
SAI,23,0.12360191521800096,Running,
PER,25,0.3100153664855859,Running,
LEC,16,0.4253326335780169,In Lap,
RUS,54,0.2144296689813363,Running,
RUS,73,0.38719403602536506,Running,
PER,1,0.8381623525956422,Pit,
NOR,42,0.9118187215676601,Running,
RUS,19,0.8915417030564767,Running,
SAI,34,0.872976302315849,Running,
RUS,55,0.3017534600248131,In Lap,
RUS,18,1.3468622941411628,Running,
RUS,34,0.7315823169036049,Running,
PIA,45,0.10392986441278423,Running,
PIA,6,0.3009759716431873,Running,
NOR,21,0.11368444807718925,Running,
LEC,70,0.13751270186166675,Running,
RUS,48,0.177412721696385,Running,
STR,39,1.104890146623891,Pit,
LEC,31,0.1096709748412944,Running,
NOR,10,1.0527597413962488,Running,
HAM,30,1.5762229072911984,Running,
LEC,18,0.7889462916790311,Running,
LEC,60,1.1703830700696387,Running,
ALO,73,1.167322380675126,Running,
VER,15,0.7968990894046762,Running,
ALO,4,0.522128426466302,Running,
SAI,63,0.953942924722738,Running,
PIA,40,0.09442585774412093,Running,
PIA,9,0.11523827587179708,Running,
VER,9,0.7914252804609321,Pit,
PER,26,0.8654389028902629,Running,
PER,4,0.1562573438367798,Running,
NOR,16,0.18032667433825617,Running,
VER,15,0.19066481761618598,Running,
LEC,52,0.25740522887835043,Running,
PER,69,0.238956813805824,Running,
RUS,5,0.3327207826840914,Running,
STR,20,1.4917888939149513,Running,
LEC,18,1.2822790527599284,Running,
SAI,2,1.0939832624435208,Running,
RUS,13,1.083919563869705,Running,
RUS,4,0.8102032335430109,Running,
VER,42,1.7469816039137416,Running,
NOR,74,1.9307154339519434,Running,
SAI,61,1.0840764468433712,Running,
PER,8,0.4235467150042069,Running,
VER,67,0.03348504112414136,Running,
PER,63,0.9640861601979425,Running,
VER,9,0.6091224092219973,Running,
VER,11,0.9995684502051974,Running,
VER,42,2.1479677394085557,Running,
NOR,13,2.0647343779008813,Running,
VER,36,0.9811921536998114,Running,
HAM,13,0.7000648370580759,Running,
STR,12,0.814343424842881,Running,
PER,37,0.01592521163482491,Running,
LEC,74,0.10009467500834979,Running,
ALO,73,0.9742805262147963,Running,
SAI,52,1.4646612378112642,Running,
PIA,71,1.8708080018577822,Running,
NOR,2,1.7905669930289678,Running,
LEC,56,1.1755089914964185,Running,
RUS,60,2.0623608250757153,In Lap,
HAM,23,1.9644860375046826,Running,
PIA,40,0.8361610237491102,Running,
ALO,64,0.05793703876891265,Running,
LEC,23,0.10226469375763936,Running,
PIA,29,0.13885824586650358,Running,
LEC,78,1.0140898262186115,Running,
HAM,51,1.1493398981614193,Running,
ALO,69,1.5288028206680626,Running,
RUS,31,0.9596918962422984,Running,
VER,50,0.30136878841471315,Running,
PER,20,0.1735447265431206,Running,
RUS,55,0.6405525045968905,Running,
VER,2,1.4027465280971485,Running,
NOR,25,0.5432147723860553,Running,
STR,13,0.12128842484599583,Running,
SAI,70,0.9110386915337582,Running,
SAI,67,0.4476014233710829,Running,
PER,58,0.5972052502561193,Running,
ALO,75,0.12387155832160879,Running,
HAM,64,0.15832316466798668,Running,
ALO,69,0.0633460641939948,Running,
HAM,59,0.548552970905579,Running,
ALO,60,0.20387710346022603,Running,
STR,62,0.05538019234228447,Running,
NOR,16,0.42582588866528076,Running,
NOR,68,0.8546912125120112,Running,
